[# ERROR | 2022-11-05 | 22:56:13.151 | PID=9132 | ThreadId=8468 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-05-16 | 09:12:16.105 | PID=8820 | ThreadId=5508 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-05-16 | 09:12:16.201 | PID=8820 | ThreadId=5508 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-05-16 | 09:12:16.311 | PID=8820 | ThreadId=5508 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-05-16 | 09:12:16.420 | PID=8820 | ThreadId=5508 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-05-16 | 09:12:16.521 | PID=8820 | ThreadId=5508 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-05-16 | 09:12:16.621 | PID=8820 | ThreadId=5508 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-05-16 | 09:12:16.720 | PID=8820 | ThreadId=5508 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-05-16 | 09:12:16.815 | PID=8820 | ThreadId=5508 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-05-16 | 09:12:16.910 | PID=8820 | ThreadId=5508 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-05-16 | 09:12:17.011 | PID=8820 | ThreadId=5508 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-05-16 | 09:12:17.111 | PID=8820 | ThreadId=5508 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-05-16 | 09:12:17.210 | PID=8820 | ThreadId=5508 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-05-16 | 09:12:17.310 | PID=8820 | ThreadId=5508 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-05-16 | 09:12:17.410 | PID=8820 | ThreadId=5508 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-05-16 | 09:12:17.511 | PID=8820 | ThreadId=5508 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-05-16 | 09:12:17.611 | PID=8820 | ThreadId=5508 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-05-16 | 09:12:17.710 | PID=8820 | ThreadId=5508 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-05-16 | 09:12:17.811 | PID=8820 | ThreadId=5508 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-05-16 | 09:12:17.910 | PID=8820 | ThreadId=5508 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-05-16 | 09:12:18.010 | PID=8820 | ThreadId=5508 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-05-16 | 09:12:18.111 | PID=8820 | ThreadId=5508 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-05-16 | 09:12:18.210 | PID=8820 | ThreadId=5508 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-05-16 | 09:12:18.311 | PID=8820 | ThreadId=5508 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-05-16 | 09:12:18.410 | PID=8820 | ThreadId=5508 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-05-16 | 09:12:18.510 | PID=8820 | ThreadId=5508 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-05-16 | 09:12:18.610 | PID=8820 | ThreadId=5508 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-05-16 | 09:12:18.710 | PID=8820 | ThreadId=5508 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-05-16 | 09:12:18.810 | PID=8820 | ThreadId=5508 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-05-16 | 09:12:18.910 | PID=8820 | ThreadId=5508 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-05-16 | 09:12:19.010 | PID=8820 | ThreadId=5508 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-05-16 | 09:12:19.111 | PID=8820 | ThreadId=5508 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-05-16 | 09:12:19.211 | PID=8820 | ThreadId=5508 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-05-16 | 09:12:19.311 | PID=8820 | ThreadId=5508 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-05-16 | 09:12:19.411 | PID=8820 | ThreadId=5508 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-05-16 | 09:12:19.510 | PID=8820 | ThreadId=5508 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-05-16 | 09:12:19.611 | PID=8820 | ThreadId=5508 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-05-16 | 09:12:19.710 | PID=8820 | ThreadId=5508 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-05-16 | 09:12:19.810 | PID=8820 | ThreadId=5508 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-05-16 | 09:12:19.910 | PID=8820 | ThreadId=5508 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-05-16 | 09:12:20.011 | PID=8820 | ThreadId=5508 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-05-16 | 09:12:20.111 | PID=8820 | ThreadId=5508 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-05-16 | 09:12:20.210 | PID=8820 | ThreadId=5508 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-05-16 | 09:12:20.310 | PID=8820 | ThreadId=5508 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-05-16 | 09:12:20.410 | PID=8820 | ThreadId=5508 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-05-16 | 09:12:20.511 | PID=8820 | ThreadId=5508 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-05-16 | 09:12:20.610 | PID=8820 | ThreadId=5508 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-05-16 | 09:12:20.706 | PID=8820 | ThreadId=5508 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-05-16 | 09:12:20.800 | PID=8820 | ThreadId=5508 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-05-16 | 09:12:20.920 | PID=8820 | ThreadId=5508 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-05-16 | 09:12:21.011 | PID=8820 | ThreadId=5508 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-05-16 | 09:12:21.111 | PID=8820 | ThreadId=5508 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-05-16 | 09:12:21.210 | PID=8820 | ThreadId=5508 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-05-16 | 09:12:21.310 | PID=8820 | ThreadId=5508 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-05-16 | 09:12:21.410 | PID=8820 | ThreadId=5508 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-05-16 | 09:12:21.511 | PID=8820 | ThreadId=5508 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-05-16 | 09:12:21.611 | PID=8820 | ThreadId=5508 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-05-16 | 09:12:21.701 | PID=8820 | ThreadId=5508 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-05-16 | 09:12:21.811 | PID=8820 | ThreadId=5508 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-05-16 | 09:12:21.901 | PID=8820 | ThreadId=5508 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-05-16 | 09:12:22.000 | PID=8820 | ThreadId=5508 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-05-16 | 09:12:22.120 | PID=8820 | ThreadId=5508 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-05-16 | 09:12:22.220 | PID=8820 | ThreadId=5508 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-05-16 | 09:12:22.311 | PID=8820 | ThreadId=5508 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-05-16 | 09:12:22.401 | PID=8820 | ThreadId=5508 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-05-16 | 09:12:22.511 | PID=8820 | ThreadId=5508 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-05-16 | 09:12:22.620 | PID=8820 | ThreadId=5508 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-05-16 | 09:12:22.712 | PID=8820 | ThreadId=5508 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-05-16 | 09:12:22.821 | PID=8820 | ThreadId=5508 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-05-16 | 09:12:22.920 | PID=8820 | ThreadId=5508 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-05-16 | 09:12:23.015 | PID=8820 | ThreadId=5508 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-05-16 | 09:12:23.102 | PID=8820 | ThreadId=5508 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-05-16 | 09:12:23.220 | PID=8820 | ThreadId=5508 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-05-16 | 09:12:23.321 | PID=8820 | ThreadId=5508 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-05-16 | 09:12:23.401 | PID=8820 | ThreadId=5508 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-05-16 | 09:12:23.501 | PID=8820 | ThreadId=5508 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-05-16 | 09:12:23.602 | PID=8820 | ThreadId=5508 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-05-16 | 09:12:23.701 | PID=8820 | ThreadId=5508 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-05-16 | 09:12:23.820 | PID=8820 | ThreadId=5508 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-05-16 | 09:12:23.920 | PID=8820 | ThreadId=5508 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-05-16 | 09:12:24.020 | PID=8820 | ThreadId=5508 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-05-16 | 09:12:24.101 | PID=8820 | ThreadId=5508 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-05-16 | 09:12:24.200 | PID=8820 | ThreadId=5508 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-05-16 | 09:12:24.321 | PID=8820 | ThreadId=5508 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-05-16 | 09:12:24.421 | PID=8820 | ThreadId=5508 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-05-16 | 09:12:24.501 | PID=8820 | ThreadId=5508 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-05-16 | 09:12:24.611 | PID=8820 | ThreadId=5508 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-05-16 | 09:12:24.710 | PID=8820 | ThreadId=5508 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-05-16 | 09:12:24.811 | PID=8820 | ThreadId=5508 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-05-16 | 09:12:24.911 | PID=8820 | ThreadId=5508 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-05-16 | 09:12:25.010 | PID=8820 | ThreadId=5508 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-05-16 | 09:12:25.111 | PID=8820 | ThreadId=5508 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-05-16 | 09:12:25.211 | PID=8820 | ThreadId=5508 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-05-16 | 09:12:25.305 | PID=8820 | ThreadId=5508 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-05-16 | 09:12:25.421 | PID=8820 | ThreadId=5508 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-05-16 | 09:12:25.521 | PID=8820 | ThreadId=5508 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-05-16 | 09:12:25.621 | PID=8820 | ThreadId=5508 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-05-16 | 09:12:25.720 | PID=8820 | ThreadId=5508 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-05-16 | 09:12:25.820 | PID=8820 | ThreadId=5508 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-05-16 | 09:12:25.901 | PID=8820 | ThreadId=5508 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-05-16 | 09:12:26.011 | PID=8820 | ThreadId=5508 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-05-16 | 09:12:26.101 | PID=8820 | ThreadId=5508 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-05-16 | 09:12:26.201 | PID=8820 | ThreadId=5508 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-05-16 | 09:12:26.320 | PID=8820 | ThreadId=5508 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-05-16 | 09:12:26.420 | PID=8820 | ThreadId=5508 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-05-16 | 09:12:26.501 | PID=8820 | ThreadId=5508 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-05-16 | 09:12:26.620 | PID=8820 | ThreadId=5508 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-05-16 | 09:12:26.720 | PID=8820 | ThreadId=5508 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-05-16 | 09:12:26.815 | PID=8820 | ThreadId=5508 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-05-16 | 09:12:26.911 | PID=8820 | ThreadId=5508 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-05-16 | 09:12:27.011 | PID=8820 | ThreadId=5508 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-05-16 | 09:12:27.111 | PID=8820 | ThreadId=5508 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-05-16 | 09:12:27.205 | PID=8820 | ThreadId=5508 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-05-16 | 09:12:27.311 | PID=8820 | ThreadId=5508 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-05-16 | 09:12:27.410 | PID=8820 | ThreadId=5508 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-05-16 | 09:12:27.510 | PID=8820 | ThreadId=5508 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-05-16 | 09:12:27.610 | PID=8820 | ThreadId=5508 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-05-16 | 09:12:27.701 | PID=8820 | ThreadId=5508 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-05-16 | 09:12:27.820 | PID=8820 | ThreadId=5508 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-05-16 | 09:12:27.921 | PID=8820 | ThreadId=5508 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-05-16 | 09:12:28.001 | PID=8820 | ThreadId=5508 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-05-16 | 09:12:28.101 | PID=8820 | ThreadId=5508 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-05-16 | 09:12:28.221 | PID=8820 | ThreadId=5508 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-05-16 | 09:12:28.301 | PID=8820 | ThreadId=5508 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-05-16 | 09:12:28.421 | PID=8820 | ThreadId=5508 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-05-16 | 09:12:28.521 | PID=8820 | ThreadId=5508 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-05-16 | 09:12:28.620 | PID=8820 | ThreadId=5508 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-05-16 | 09:12:28.710 | PID=8820 | ThreadId=5508 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-05-16 | 09:12:28.801 | PID=8820 | ThreadId=5508 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-05-16 | 09:12:28.921 | PID=8820 | ThreadId=5508 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-05-16 | 09:12:29.001 | PID=8820 | ThreadId=5508 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-05-16 | 09:12:29.121 | PID=8820 | ThreadId=5508 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-05-16 | 09:12:29.201 | PID=8820 | ThreadId=5508 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-05-16 | 09:12:29.321 | PID=8820 | ThreadId=5508 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-05-16 | 09:12:29.420 | PID=8820 | ThreadId=5508 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-05-16 | 09:12:29.501 | PID=8820 | ThreadId=5508 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-05-16 | 09:12:29.621 | PID=8820 | ThreadId=5508 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-05-16 | 09:12:29.721 | PID=8820 | ThreadId=5508 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-05-16 | 09:12:29.820 | PID=8820 | ThreadId=5508 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-05-16 | 09:12:29.921 | PID=8820 | ThreadId=5508 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-05-16 | 09:12:30.001 | PID=8820 | ThreadId=5508 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-05-16 | 09:12:30.121 | PID=8820 | ThreadId=5508 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-05-16 | 09:12:30.221 | PID=8820 | ThreadId=5508 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-05-16 | 09:12:30.320 | PID=8820 | ThreadId=5508 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-05-16 | 09:12:30.420 | PID=8820 | ThreadId=5508 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-05-16 | 09:12:30.520 | PID=8820 | ThreadId=5508 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-05-16 | 09:12:30.620 | PID=8820 | ThreadId=5508 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-05-16 | 09:12:30.721 | PID=8820 | ThreadId=5508 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-05-16 | 09:12:30.820 | PID=8820 | ThreadId=5508 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-05-16 | 09:12:30.921 | PID=8820 | ThreadId=5508 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-05-16 | 09:12:31.020 | PID=8820 | ThreadId=5508 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2024-05-16 | 09:12:31.111 | PID=8820 | ThreadId=5508 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
